"State_Name","Constituency_No","Constituency_Name","Year","Assembly_No","Electors","Turnout","ENOP","volatility","incumb_change","state_incumb_change","nat_incumb_change"
"Andhra_Pradesh",19,"GAJAPATHINAGARAM",2004,12,120992,78.73,2.56,13.37,-2.96,13.37,0
"Andhra_Pradesh",19,"SRUNGAVARAPUKOTA",2014,14,202518,85,2.78,0,0,0,0
"Andhra_Pradesh",19,"SRUNGAVARAPUKOTA",2019,15,213388,86.18,2.27,23.095,-4.19,-4.19,0
"Andhra_Pradesh",20,"BHIMLI",2014,14,281799,75.19,2.17,0,0,0,0
"Andhra_Pradesh",20,"BHIMLI",2019,15,307144,74.85,2.7,19.3,-15.72,-15.72,0
"Andhra_Pradesh",20,"KORATLA",2010,13,191853,64.87,2.17,0,0,0,0
"Andhra_Pradesh",20,"VIZIANAGARAM",1983,7,104106,65.34,1.56,0,0,0,0
"Andhra_Pradesh",20,"VIZIANAGARAM",1985,8,111301,56.05,1.47,80.76,-80.76,-80.76,0.670000000000002
"Andhra_Pradesh",20,"VIZIANAGARAM",1989,9,134865,67.25,1.96,25.4,-24.72,-24.72,25.4
"Andhra_Pradesh",20,"VIZIANAGARAM",1994,10,149714,69.05,2,6.065,3.53,-6.07,-6.07
"Andhra_Pradesh",20,"VIZIANAGARAM",1999,11,168330,65.87,2,7.595,-5.06,-5.06,6.77
"Andhra_Pradesh",20,"VIZIANAGARAM",2004,12,180772,64.64,2.86,43.365,-14.2,-14.2,0
"Andhra_Pradesh",21,"JAGTIAL",2009,13,195156,68.31,2.38,0,0,0,0
"Andhra_Pradesh",21,"SATHIVADA",1983,7,92943,77.22,2,0,0,0,0
"Andhra_Pradesh",21,"SATHIVADA",1985,8,101403,80.06,1.96,48.4,5.61,-48.4,5.61
"Andhra_Pradesh",21,"SATHIVADA",1989,9,117333,79.89,2,5.31,-5.31,5.31,-5.31
"Andhra_Pradesh",21,"SATHIVADA",1994,10,126713,80.62,2.08,5.39,-5.39,-5.39,-5.39
"Andhra_Pradesh",21,"SATHIVADA",1999,11,124695,81.88,2,4.66,-2.12,-2.12,4.15
"Andhra_Pradesh",21,"SATHIVADA",2004,12,127711,84.62,2,1.14,1.14,-0.629999999999995,0
"Andhra_Pradesh",21,"VISAKHAPATNAM EAST",2014,14,256776,64.82,2.13,0,0,0,0
"Andhra_Pradesh",21,"VISAKHAPATNAM EAST",2019,15,272448,63.79,2.63,15.98,-10.35,-10.35,0
"Andhra_Pradesh",22,"BHOGAPURAM",1983,7,87317,68.26,1.92,0,0,0,0
"Andhra_Pradesh",22,"BHOGAPURAM",1985,8,97678,71.31,2.04,56.84,-56.84,-56.84,3.87
"Andhra_Pradesh",22,"BHOGAPURAM",1989,9,110395,72.8,2,2.45,-1.35,-1.35,2.45
"Andhra_Pradesh",22,"BHOGAPURAM",1994,10,120358,75.25,2.13,3.52,-0.899999999999999,-2.62,-2.62
"Andhra_Pradesh",22,"BHOGAPURAM",1999,11,125854,74.06,2.04,3.525,1.39,1.39,0.859999999999999
"Andhra_Pradesh",22,"BHOGAPURAM",2004,12,128775,81.23,2.27,5.745,-4.02,-4.02,0
"Andhra_Pradesh",22,"DHARMAPURI (SC)",2010,13,193562,65.91,1.96,0,0,0,0
"Andhra_Pradesh",22,"VISAKHAPATNAM SOUTH",2014,14,197541,65.61,2.5,0,0,0,0
"Andhra_Pradesh",22,"VISAKHAPATNAM SOUTH",2019,15,209356,60.04,2.94,18.24,-9.95,-9.95,0
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1983,7,100372,70.64,1.52,0,0,0,0
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1985,8,110828,60.67,1.69,74.515,-74.52,-74.52,0.82
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1989,9,129850,68.63,1.89,30.615,-7.7,-7.7,-22.91
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1994,10,138651,72.4,2,34.435,-1.52,0,27.77
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1999,11,152059,68.83,2.17,13.215,-6.55,-6.55,6.43
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",2004,12,157449,76.4,2.17,15.485,-10.22,-10.22,0
"Andhra_Pradesh",23,"RAMAGUNDAM",2009,13,204961,58.07,5.26,0,0,0,0
"Andhra_Pradesh",23,"VISAKHAPATNAM  NORTH",2019,15,280328,63.08,3.23,0,0,0,0
"Andhra_Pradesh",23,"VISAKHAPATNAM NORTH",2014,14,267215,59.83,2.38,0,0,0,0
"Andhra_Pradesh",24,"MANTHANI",2009,13,202812,74.39,3.23,0,0,0,0
"Andhra_Pradesh",24,"VISAKHAPATNAM  WEST",2019,15,236625,56.98,2.5,0,0,0,0
"Andhra_Pradesh",24,"VISAKHAPATNAM WEST",2014,14,226938,59.72,2.33,0,0,0,0
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1983,7,110948,45.56,1.72,0,0,0,0
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1985,8,115102,49.63,2,81.88,-74.79,-74.79,24.55
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1989,9,103205,63.42,1.96,19.565,-19.05,-19.05,18.68
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1994,10,107383,66.2,2.22,15.3,-14.91,-14.91,-14.91
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1999,11,131732,57.13,2.94,60.975,-49.72,-49.72,-10.34
